State,City,Violent_Crime_Rate,Latitude,Longitude
California,Los Alamitos,0.05,33.795012,-118.062692
California,Monrovia,0.12,34.1528,-118.000482
California,Orange,0.13,33.640302,-117.769442
California,Montague,0.57,41.757490999999995,-122.19678300000001
California,Montebello,0.28,34.00946,-118.10535
California,Ojai,0.11,34.5302,-119.310134
California,Oceanside,0.4,33.016928,-116.846046
California,Oakley,0.12,37.996516,-121.68972
California,Oakland,1.27,37.786027000000004,-122.22377900000001
California,Oakdale,0.17,37.839643,-120.698578
California,Novato,0.26,38.134068,-122.52718999999999
California,Norwalk,0.41,33.906763,-118.076549
California,Norco,0.18,33.752886,-116.055617
California,Newport Beach,0.16,33.640302,-117.769442
California,Newman,0.14,37.340337,-121.21352900000001
California,Newark,0.17,37.534102000000004,-122.025352
California,Nevada City,0.48,39.299606,-120.887965
California,Needles,1.42,34.84806,-114.61413
California,National City,0.59,32.671194,-117.08435300000001
California,Napa,0.35,38.442011,-122.23832
California,Murrieta,0.07,33.548299,-117.34473899999999
California,Mount Shasta,0.37,41.31583,-122.31611000000001
California,Mountain View,0.2,37.189396,-121.705327
California,Morro Bay,0.2,35.402295,-120.793742
California,Morgan Hill,0.11,37.130238,-121.68155700000001
California,Moreno Valley,0.4,33.882740000000005,-117.224878
California,Moraga,0.13,37.838926,-122.09922399999999
California,Moorpark,0.07,34.032383,-119.1343
California,Monterey Park,0.21,34.052921999999995,-118.14346499999999
California,Monterey,0.28,36.57485,-121.840727
California,Montclair,0.59,34.07751,-117.68978
California,Rosemead,0.32,34.065493,-118.084529
California,Sebastopol,0.27,38.407222,-122.869654
California,Ross,0.08,37.963111,-122.563588
California,Victorville,0.8,34.480247,-117.40818600000001
California,Vernon,24.11,34.003903,-118.230073
California,Ventura,0.41,34.330829,-119.358352
California,Vallejo,0.85,38.18735,-122.224074
California,Vacaville,0.33,38.333133000000004,-121.920151
California,Upland,0.39,34.141146,-117.65558300000001
California,Union City,0.37,37.59577,-122.01913
California,Ukiah,0.68,39.15017,-123.20778
California,Twentynine Palms,0.44,34.141356,-115.621176
California,Tustin,0.18,33.73401,-117.819157
California,Turlock,0.57,37.474396,-120.875918
California,Villa Park,0.07,33.81766,-117.810014
California,Tulelake,0.3,41.935190000000006,-121.58865
California,Truckee,0.19,39.3781,-120.186383
California,Tracy,0.18,37.737190999999996,-121.433384
California,Torrance,0.19,33.835665000000006,-118.30380500000001
California,Thousand Oaks,0.07,34.032383,-119.1343
California,Temple City,0.18,34.10723,-118.05785
California,Temecula,0.14,33.752886,-116.055617
California,Tehachapi,0.49,35.118772,-118.49381100000001
California,Taft,0.71,35.14247,-119.45651000000001
California,Sutter Creek,0.11,38.436584,-120.74283899999999
California,Susanville,1.32,40.446063,-120.66413200000001
California,Sunnyvale,0.17,37.371646999999996,-122.02315300000001
California,Tulare,0.4,36.133527,-119.299856
California,Visalia,0.43,36.303793,-119.375646
California,Vista,0.35,33.19784,-117.248203
California,Walnut,0.13,33.786594,-118.29866200000001
California,Long Beach,0.51,33.804309,-118.200957
California,Yucca Valley,0.73,34.185894,-116.43241599999999
California,Yucaipa,0.37,34.062259999999995,-116.97113799999998
California,Yuba City,0.36,39.048854,-121.612481
California,Yreka,0.37,41.73542,-122.63447
California,Yountville,0.17,38.401579999999996,-122.36081000000001
California,Yorba Linda,0.06,33.640302,-117.769442
California,Woodland,0.37,38.74388,-121.915653
California,Woodlake,0.36,36.465942999999996,-119.12228300000001
California,Winters,0.15,38.52491,-121.9708
California,Windsor,0.21,38.532827000000005,-122.8041
California,Willits,0.32,39.525958,-123.36573
California,Williams,0.37,39.142737,-122.24373899999999
California,Wildomar,0.16,33.59891,-117.28003999999999
California,Whittier,0.25,34.004311,-118.0441
California,Wheatland,0.15,39.009890000000006,-121.42301
California,West Sacramento,0.39,38.591854,-121.537801
California,Westminster,0.28,33.75245,-117.993904
California,Westlake Village,0.16,34.137015000000005,-118.82193000000001
California,West Hollywood,0.79,34.093828,-118.381697
California,West Covina,0.24,34.066964,-117.93700700000001
California,Weed,1.27,41.42265,-122.38613000000001
California,Watsonville,0.6,36.98025,-121.74696000000002
California,Waterford,0.14,37.659644,-120.775617
California,Walnut Creek,0.17,37.873343,-122.070625
California,Suisun City,0.38,38.195384999999995,-121.99493500000001
California,Stockton,1.4,37.672196,-121.298794
California,St. Helena,0.19,38.537757,-122.40128899999999
California,Stanton,0.25,33.80252,-117.99311999999999
California,Santa Barbara,0.44,34.421896999999994,-119.70713500000001
California,Santa Ana,0.44,33.74822,-117.858473
California,San Ramon,0.08,37.768556,-121.975531
California,San Rafael,0.39,37.970948,-122.50428600000001
California,San Pablo,0.62,37.959573,-122.334131
California,San Mateo,0.25,37.573485,-122.32253
California,San Marino,0.11,34.122671000000004,-118.11291100000001
California,San Marcos,0.2,33.170778000000006,-117.158674
California,San Luis Obispo,0.4,35.265572999999996,-120.62122
California,San Leandro,0.5,37.715629,-122.158621
California,San Juan Capistrano,0.17,33.501773,-117.608674
California,San Jose,0.44,37.189396,-121.705327
California,San Jacinto,0.22,33.752886,-116.055617
California,Sanger,0.61,36.708009999999994,-119.55597
California,San Gabriel,0.24,34.114771999999995,-118.089431
California,San Francisco,0.67,37.776646,-122.41748100000001
California,San Fernando,0.32,33.786594,-118.29866200000001
California,San Dimas,0.23,34.10668,-117.80673
California,San Diego,0.36,32.724103,-117.17091200000002
California,Sand City,2.21,36.617182,-121.84828600000002
California,San Clemente,0.13,33.42362,-117.606843
California,San Bruno,0.32,37.381144,-122.334825
California,San Bernardino,1.32,34.104794,-117.29215
California,Salinas,0.5,36.64152,-121.622188
California,Sacramento,0.63,38.380456,-121.555406
California,Santa Clara,0.16,37.351158,-121.95229499999999
California,Roseville,0.18,38.74073,-121.25603000000001
California,Santa Clarita,0.13,34.440891,-118.50174799999999
California,Santa Fe Springs,0.58,33.927063000000004,-118.063698
California,Stallion Springs,0.26,35.088855,-118.642591
California,South San Francisco,0.24,37.657443,-122.423483
California,South Pasadena,0.11,34.108957000000004,-118.15661499999999
California,South Lake Tahoe,0.5,38.927507,-120.03963200000001
California,South Gate,0.66,33.937714,-118.193403
California,South El Monte,0.49,34.05195,-118.04673000000001
California,Sonora,0.53,37.96091,-120.34386299999998
California,Sonoma,0.34,38.255943,-122.47681899999999
California,Solvang,0.17,34.648841,-120.170111
California,Soledad,0.2,36.449484999999996,-121.368127
California,Solana Beach,0.1,33.007075,-117.25676899999999
California,Simi Valley,0.12,34.032383,-119.1343
California,Signal Hill,0.82,33.803447999999996,-118.168135
California,Sierra Madre,0.14,34.168771,-118.05021599999999
California,Shafter,0.26,35.50051,-119.27178
California,Selma,0.34,36.57078,-119.61208
California,Seaside,0.23,36.61107,-121.85162
California,Seal Beach,0.08,33.741409999999995,-118.10479
California,Scotts Valley,0.11,37.071387,-122.006276
California,Sausalito,0.1,37.850417,-122.531423
California,Saratoga,0.05,37.257287,-122.04516399999999
California,Santee,0.17,32.843956,-116.99451100000002
California,Santa Rosa,0.48,38.450412,-122.78315900000001
California,Santa Paula,0.3,34.364943,-119.085704
California,Santa Monica,0.72,34.013666,-118.49375
California,Santa Cruz,0.6,37.052748,-122.111126
California,Lompoc,0.68,34.629464,-120.33659399999999
California,El Monte,0.26,34.078573,-118.043456
California,Loma Linda,0.31,34.839964,-115.967051
California,Coachella,0.27,33.6803,-116.17388999999999
California,Clovis,0.21,36.825296,-119.68019
California,Cloverdale,0.18,38.823075,-123.06356699999999
California,Clearlake,0.77,38.95823,-122.62637
California,Clayton,0.01,37.897832,-121.78481799999999
California,Claremont,0.14,34.09668,-117.71978
California,Citrus Heights,0.35,38.689802,-121.26736000000001
California,Chula Vista,0.33,33.016928,-116.846046
California,Chowchilla,0.21,37.123000000000005,-120.26018
California,Chino Hills,0.11,33.9938,-117.75888
California,Chino,0.35,33.953755,-117.63920900000001
California,Coalinga,0.25,36.247025,-120.381432
California,Chico,0.58,39.746159000000006,-121.840083
California,Ceres,0.43,37.561889,-120.96797600000001
California,Central Marin,0.09,36.6844,-121.80216999999999
California,Cathedral City,0.26,33.818256,-116.466743
California,Carson,0.48,33.813317,-118.261154
California,Carpinteria,0.08,34.405045,-119.520525
California,Carmel,0.28,36.549729,-121.92251499999999
California,Carlsbad,0.2,33.144219,-117.31943899999999
California,Capitola,0.3,36.975229999999996,-121.95329
California,Canyon Lake,0.13,37.833901000000004,-122.165034
California,Campbell,0.21,37.278563,-121.955101
California,Camarillo,0.08,34.227855,-119.07986899999999
California,Cerritos,0.25,33.866914,-118.068648
California,Colma,1.85,38.81419,-120.89518799999999
California,Colton,0.39,34.0739,-117.31365
California,Colusa,0.1,39.21433,-122.00941999999999
California,Dinuba,0.65,36.509532,-119.39536499999998
California,Diamond Bar,0.13,34.028620000000004,-117.81034
California,Desert Hot Springs,0.88,33.95154,-116.520104
California,Del Rey Oaks,0.42,35.118865,-120.59489199999999
California,Del Mar,0.16,32.95949,-117.26531000000001
California,Delano,0.39,35.779507,-119.200825
California,Davis,0.15,38.55413,-121.798469
California,Danville,0.05,37.832075,-121.91671799999999
California,Dana Point,0.15,33.485903,-117.696366
California,Daly City,0.22,37.687509000000006,-122.438783
California,Cypress,0.11,33.816959999999995,-118.03728999999998
California,Cupertino,0.09,37.30661,-122.080628
California,Culver City,0.46,33.998214000000004,-118.39405900000001
California,Cudahy,0.37,33.960570000000004,-118.185349
California,Crescent City,0.34,41.819578,-124.06566699999999
California,Covina,0.36,34.097345000000004,-117.90673600000001
California,Cotati,0.52,38.463088,-122.989975
California,Costa Mesa,0.27,33.678399,-117.91171499999999
California,Coronado,0.04,32.699234999999994,-117.20964199999999
California,Corona,0.17,33.752886,-116.055617
California,Corning,0.37,39.927659999999996,-122.17916000000001
California,Corcoran,0.55,36.098009999999995,-119.5604
California,Lomita,0.33,33.79224,-118.31506999999999
California,Compton,1.14,33.874815000000005,-118.24020800000001
California,Commerce,1.08,0.0,0.0
California,Calistoga,0.11,38.5788,-122.57971
California,Calimesa,0.24,33.976814000000005,-117.03826200000002
California,California City,0.58,35.187133,-117.88535900000001
California,Calexico,0.23,32.68755,-115.541
California,Azusa,0.29,34.135290000000005,-117.91506000000001
California,Avenal,0.53,36.003134,-120.128716
California,Avalon,0.27,33.34281,-118.32785
California,Auburn,0.35,39.014933,-121.07047
California,Atwater,0.7,37.317254999999996,-120.647347
California,Atherton,0.17,37.450627000000004,-122.19943899999998
California,Atascadero,0.21,35.464793,-120.71245900000001
California,Arvin,0.9,35.20913,-118.82843000000001
California,Artesia,0.43,33.865395,-118.073148
California,Arroyo Grande,0.15,35.176004999999996,-120.47674199999999
California,Arcata,0.39,40.881383,-123.984232
California,Arcadia,0.14,34.136258000000005,-118.02670400000001
California,Apple Valley,0.46,34.571446,-117.133076
California,Antioch,0.58,37.996501,-121.812301
California,Angels Camp,0.15,38.052816,-120.61860800000001
California,Anderson,0.58,40.469324,-122.27840400000001
California,Anaheim,0.32,33.844983,-117.952151
California,American Canyon,0.26,38.17727,-122.25852900000001
California,Alturas,0.4,41.433984,-120.64086499999999
California,Aliso Viejo,0.05,33.576205,-117.730364
California,Alhambra,0.19,34.090728000000006,-118.127527
California,Albany,0.2,37.889525,-122.29828
California,Alameda,0.21,37.770563,-122.264779
California,Agoura Hills,0.1,34.123286,-118.758541
California,Adelanto,0.8,34.582770000000004,-117.40921999999999
California,Bakersfield,0.46,35.384337,-119.02056200000001
California,Dixon,0.26,38.397372,-121.76141899999999
California,Baldwin Park,0.25,34.08529,-117.9609
California,Barstow,1.14,34.980295,-116.964449
California,Calabasas,0.15,34.12331,-118.671028
California,Burlingame,0.24,37.567085999999996,-122.367573
California,Burbank,0.18,34.200993,-118.292773
California,Buena Park,0.3,33.846302,-118.012225
California,Buellton,0.06,34.635927,-120.20146899999999
California,Broadmoor,0.25,0.0,0.0
California,Brisbane,0.21,37.689182,-122.40433200000001
California,Brentwood,0.25,37.922228000000004,-121.66835900000001
California,Brea,0.16,33.927561,-117.88708600000001
California,Brawley,0.46,33.096382,-115.28016799999999
California,Bradbury,0.09,0.0,0.0
California,Blythe,0.46,33.736458,-114.687973
California,Bishop,0.91,37.491769,-118.389367
California,Biggs,0.17,39.40672,-121.753522
California,Big Bear,1.43,40.74098,-123.25587
California,Beverly Hills,0.3,33.786594,-118.29866200000001
California,Berkeley,0.5,37.860576,-122.29673000000001
California,Benicia,0.06,38.04936,-122.15858
California,Belvedere,0.05,34.040568,-118.16923799999999
California,Belmont,0.17,37.516644,-122.29338999999999
California,Bell Gardens,0.35,33.786594,-118.29866200000001
California,Bellflower,0.42,33.888014,-118.12965
California,Bell,0.47,33.976663,-118.168903
California,Beaumont,0.18,33.92703,-116.954753
California,Bear Valley,0.2,38.464634000000004,-120.03990900000001
California,Banning,0.43,33.919215,-116.86419699999999
California,Dorris,0.45,41.919428,-121.973887
California,Concord,0.41,37.953672,-122.02287199999999
California,Downey,0.31,33.786594,-118.29866200000001
California,King City,0.13,36.201898,-121.05232
California,Dos Palos,1.14,37.073301,-120.62336299999998
California,Kensington,0.09,37.898189,-122.27913000000001
California,Jurupa Valley,0.29,39.056598,-123.525375
California,Jackson,0.63,38.366959,-120.763365
California,Isleton,0.82,38.16186,-121.61162
California,Irwindale,1.77,34.106953000000004,-117.935341
California,Irvine,0.06,33.757245000000005,-117.75041399999999
California,Ione,0.13,38.340647,-120.91473
California,Inglewood,0.61,33.956526000000004,-118.358654
California,Industry,35.82,34.019734,-117.958675
California,Kingsburg,0.15,36.51384,-119.55402
California,Indio,0.57,33.710984,-116.204844
California,Imperial Beach,0.26,32.578990999999995,-117.117351
California,Imperial,0.03,32.84755,-115.56943999999999
California,Huron,1.13,36.207165,-120.10336299999999
California,Huntington Park,0.79,33.977987,-118.21313700000002
California,Huntington Beach,0.19,33.640302,-117.769442
California,Hughson,0.07,37.59688,-120.86603999999998
California,Holtville,0.21,32.867317,-115.374769
California,Hollister,0.28,36.828078000000005,-121.3924
California,Hillsborough,0.04,37.574103,-122.37941599999999
California,Highland,0.65,34.12834,-117.20865
California,Hidden Hills,0.05,34.160283,-118.65231000000001
California,Indian Wells,0.24,33.71863,-116.30833999999999
California,La Canada Flintridge,0.07,34.222260999999996,-118.20536899999999
California,Lafayette,0.01,37.901223,-122.120089
California,Laguna Beach,0.17,33.520941,-117.74131499999999
California,Lodi,0.35,38.111356,-121.17241499999999
California,Livingston,0.27,37.358769,-120.750082
California,Livermore,0.21,37.526661,-121.58339099999999
California,Lindsay,0.5,36.20301,-119.08816000000002
California,Lincoln,0.07,38.929305,-121.32714299999999
California,Lemoore,0.47,36.268194,-119.817274
California,Lemon Grove,0.61,32.732288,-117.03734399999999
California,Lawndale,0.38,33.88856,-118.35181299999999
California,La Verne,0.16,34.100840000000005,-117.76783999999999
California,La Quinta,0.16,33.670978000000005,-116.259176
California,La Puente,0.38,34.031415,-117.93647
California,La Palma,0.11,33.8464,-118.04673000000001
California,Lancaster,0.85,34.713291999999996,-118.15292
California,La Mirada,0.18,33.786594,-118.29866200000001
California,La Mesa,0.29,32.76105,-116.998102
California,Lakewood,0.28,33.786594,-118.29866200000001
California,Lake Shastina,0.12,38.25047,-121.50939699999999
California,Lakeport,0.69,39.05345,-122.91929099999999
California,Lake Forest,0.08,33.64079,-117.693074
California,Lake Elsinore,0.25,33.650799,-117.37245700000001
California,La Habra Heights,0.07,33.960846000000004,-117.95061899999999
California,La Habra,0.22,33.942708,-117.952483
California,Laguna Woods,0.04,33.591304,-117.69751200000002
California,Laguna Niguel,0.06,33.640302,-117.769442
California,Laguna Hills,0.1,33.595714,-117.715535
California,Hesperia,0.48,34.839964,-115.967051
California,Hermosa Beach,0.26,33.86224,-118.39952
California,Kerman,0.15,36.72356,-120.05988
California,Hemet,0.4,33.667301,-116.96350600000001
California,Folsom,0.1,38.666596999999996,-121.141636
California,Firebaugh,0.13,36.85884,-120.45601
California,Fillmore,0.13,34.393387,-118.86428500000001
California,Ferndale,0.29,40.465229,-124.26879
California,Farmersville,0.32,36.304981,-119.20266399999998
California,Fairfield,0.37,38.278428000000005,-122.020276
California,Fairfax,0.12,37.981722999999995,-122.60779099999999
California,Exeter,0.25,36.344716,-119.088371
California,Eureka,0.72,40.798802,-124.15191999999999
California,Etna,0.28,41.44631,-123.010024
California,Escondido,0.35,33.102005,-117.08041999999999
California,Fontana,0.34,34.103288,-117.4363
California,Escalon,0.21,37.817826000000004,-121.033598
California,Emeryville,1.34,37.833876000000004,-122.29548
California,El Segundo,0.49,33.91918,-118.41646999999999
California,Elk Grove,0.21,38.44148,-121.307142
California,El Cerrito,0.59,37.918024,-122.30248
California,El Centro,0.32,32.770275,-115.598602
California,El Cajon,0.53,32.776012,-116.88063400000001
California,Eastvale,0.13,0.0,0.0
California,East Palo Alto,0.49,37.444122,-122.149915
California,Hercules,0.12,38.008342999999996,-122.262101
California,Dublin,0.16,37.714402,-121.906329
California,Duarte,0.26,33.786594,-118.29866200000001
California,Encinitas,0.14,33.016928,-116.846046
California,Fort Bragg,0.43,39.4,-123.81667
California,Dunsmuir,0.9,41.20821,-122.27195
California,Fortuna,0.23,40.59819,-124.15728
California,Fort Jones,0.29,41.581383,-122.82484699999999
California,Healdsburg,0.14,38.61047,-122.86916000000001
California,Hawthorne,0.73,33.914775,-118.348083
California,Hawaiian Gardens,0.53,33.830967,-118.072796
California,Hanford,0.45,36.220468,-119.71776000000001
California,Gustine,0.36,37.150438,-120.987196
California,Guadalupe,0.19,34.938796,-120.57318000000001
California,Grover Beach,0.1,35.120888,-120.61966399999999
California,Gridley,0.44,39.355492,-121.72468500000001
California,Greenfield,0.3,36.3208,-121.24381000000001
California,Grass Valley,0.57,39.196288,-120.95855
California,Grand Terrace,0.29,34.031011,-117.312929
California,Hayward,0.34,37.680181,-121.921498
California,Goleta,0.13,34.262834000000005,-119.848555
California,Gonzales,0.2,36.502102,-121.408607
California,Fountain Valley,0.09,33.710582,-117.95112900000001
California,Fowler,0.42,36.623402,-119.691869
California,Fremont,0.17,37.565284999999996,-121.982721
California,Fullerton,0.27,33.879768,-117.89634099999999
California,Galt,0.29,38.289817,-121.313883
California,Foster City,0.11,0.0,0.0
California,Garden Grove,0.29,33.787165,-117.93188899999998
California,Gilroy,0.42,37.023346999999994,-121.493849
California,Glendale,0.11,34.17051,-118.28946299999998
California,Glendora,0.3,34.119363,-117.85505900000001
California,Gardena,0.54,33.888315000000006,-118.29525600000001
Florida,Palm Bay,0.34,28.031367,-80.600412
Florida,Palatka,0.51,29.690907,-81.708149
Florida,Pahokee,0.93,26.820059999999998,-80.66534
Florida,Oviedo,0.13,28.744752000000002,-81.22328
Florida,Ormond Beach,0.3,29.022728999999998,-81.172169
Florida,Orlando,0.74,28.545178999999997,-81.37329100000001
Florida,Opa Locka,1.96,25.902317,-80.250327
Florida,Orange City,0.2,28.939904,-81.301856
Florida,Ocean Ridge,0.05,26.527015999999996,-80.048375
Florida,Oldsmar,0.11,28.050324,-82.677379
Florida,Okeechobee,0.23,27.420315999999996,-80.945361
Florida,Ocoee,0.31,28.569438,-81.530251
Florida,Palm Beach,0.09,26.600995,-80.038113
Florida,Orange Park,0.15,30.152238,-81.797016
Florida,Palm Beach Gardens,0.14,26.600995,-80.038113
Florida,Parkland,0.03,0.0,0.0
Florida,Palmetto,0.56,27.427213000000002,-82.438689
Florida,Palmetto Bay,0.17,25.621772,-80.324775
Florida,Palm Springs,0.64,26.635901,-80.096154
Florida,Panama City,0.61,30.159737,-85.660922
Florida,Panama City Beach,1.0,30.3103,-85.905314
Florida,Parker,0.45,30.131034999999997,-85.60325999999999
Florida,Ocala,0.81,29.198907000000002,-82.087425
Florida,Pembroke Park,0.75,25.987869,-80.174769
Florida,Pembroke Pines,0.2,26.021239,-80.340396
Florida,Pensacola,0.59,30.428781,-87.222516
Florida,Perry,1.01,30.17247,-83.60933299999999
Florida,Pinellas Park,0.38,27.891809000000002,-82.724763
Florida,Plantation,0.22,26.127585999999997,-80.233104
Florida,Plant City,0.41,28.029627,-82.134741
Florida,Palm Beach Shores,0.16,26.600995,-80.038113
Florida,Oakland Park,0.64,26.172307,-80.131989
Florida,North Bay Village,0.15,25.846207999999997,-80.153935
Florida,North Redington Beach,0.07,27.816136,-82.82065899999999
Florida,Mangonia Park,1.62,26.664084999999996,-80.092385
Florida,Marco Island,0.04,25.938768,-81.696751
Florida,Margate,0.17,26.244526,-80.206436
Florida,Marianna,0.92,30.799574,-85.229347
Florida,Mascotte,0.82,28.582990000000002,-81.89411899999999
Florida,Medley,1.23,28.009359000000003,-81.932662
Florida,Melbourne,0.69,28.079357,-80.62361800000001
Florida,Melbourne Beach,0.06,28.06835,-80.56033000000001
Florida,Mexico Beach,0.32,29.939543,-85.409602
Florida,Miami,0.59,25.558428,-80.458168
Florida,Miami Beach,0.92,25.558428,-80.458168
Florida,Miami Gardens,0.74,25.942038,-80.245605
Florida,Miami Lakes,0.1,25.908706,-80.308662
Florida,Miami Shores,0.22,25.863152,-80.192825
Florida,Miami Springs,0.25,25.82232,-80.289495
Florida,Milton,0.19,30.792885,-86.985834
Florida,Minneola,0.12,28.578234000000002,-81.83188299999999
Florida,North Port,0.14,27.074755,-82.175602
Florida,North Palm Beach,0.08,26.840418,-80.052061
Florida,North Miami Beach,0.6,25.933997,-80.135801
Florida,North Miami,0.8,25.890095000000002,-80.186714
Florida,North Lauderdale,0.51,26.192028,-80.09643299999999
Florida,Pompano Beach,0.79,26.234771999999996,-80.120584
Florida,Oakland,0.54,28.555,-81.63313000000001
Florida,Niceville,0.07,30.506696,-86.447541
Florida,New Port Richey,0.79,28.239369,-82.736882
Florida,Neptune Beach,0.16,30.315978,-81.408006
Florida,Naples,0.05,26.032137,-81.761821
Florida,Mount Dora,0.44,28.811078000000002,-81.653642
Florida,Monticello,0.25,30.504215999999996,-83.84327900000001
Florida,Miramar,0.22,25.987314,-80.232271
Florida,New Smyrna Beach,0.24,28.951931,-81.033705
Florida,Port Orange,0.05,29.136974,-81.023957
Florida,Sanford,0.82,28.793490999999996,-81.29916899999999
Florida,Port St. Lucie,0.15,27.312492,-80.313322
Florida,Tavares,0.26,28.767762,-81.725272
Florida,Temple Terrace,0.27,28.035296000000002,-82.38926
Florida,Tequesta,0.11,26.989221,-80.108542
Florida,Titusville,0.8,28.548877,-80.853421
Florida,Treasure Island,0.24,27.769194,-82.768991
Florida,Trenton,0.19,29.613290000000003,-82.81761999999999
Florida,Umatilla,0.18,28.925371000000002,-81.680144
Florida,Valparaiso,0.13,30.50821,-86.49706
Florida,Venice,0.08,27.167521,-82.380967
Florida,Vero Beach,0.31,27.638005,-80.40294
Florida,Village of Pinecrest,0.09,25.667048,-80.30810699999999
Florida,Virginia Gardens,0.2,25.810376,-80.302273
Florida,Wauchula,0.41,27.518602,-81.784123
Florida,Welaka,0.14,29.47914,-81.67147
Florida,Wellington,0.1,0.0,0.0
Florida,Westlake,0.53,27.900707,-81.58445
Florida,West Melbourne,0.13,28.079357,-80.62361800000001
Florida,Manalapan,0.63,26.619664,-80.056715
Florida,Winter Springs,0.12,28.686894,-81.273258
Florida,Winter Park,0.22,28.602327000000002,-81.35874
Florida,Winter Haven,0.42,27.987284000000002,-81.762456
Florida,Winter Garden,0.39,28.541579,-81.605846
Florida,Windermere,0.2,28.481031,-81.54397900000001
Florida,Tarpon Springs,0.39,28.147125,-82.678972
Florida,Wilton Manors,0.48,26.160363,-80.13893399999999
Florida,Wildwood,0.66,28.844472999999997,-82.078342
Florida,White Springs,0.78,30.386063,-82.77389000000001
Florida,West Park,0.56,0.0,0.0
Florida,West Palm Beach,0.76,26.715844,-80.070249
Florida,Weston,0.05,26.11363,-80.41699
Florida,West Miami,0.14,25.763433,-80.296162
Florida,Williston,0.52,29.38747,-82.44677
